Marital status,Application mode,Course,Previous qualification,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Inflation rate,Output
1,14,9,1,1,0,22,0,5,6,0,0,2.8,Dropout
1,1,11,1,1,0,34,0,6,13,2,13.5,2.8,Dropout
1,12,4,1,0,0,28,5,11,14,11,15.09090909,0.6,Dropout
1,1,16,1,1,0,42,0,6,9,5,12.4,2.6,Enrolled
1,9,6,1,0,0,21,0,6,10,5,14,0.6,Enrolled
1,4,4,3,1,0,50,2,6,8,2,13.5,2.8,Dropout
1,1,9,1,1,0,19,0,5,5,0,0,0.5,Dropout
1,14,12,1,1,0,18,0,7,12,4,12.65,0.3,Dropout
2,12,17,1,1,0,59,0,5,7,0,0,0.3,Dropout
2,4,17,3,0,0,33,0,5,5,0,0,2.6,Dropout
1,8,5,1,1,1,23,0,6,8,6,13.33333333,-0.8,Graduate
2,12,17,12,1,0,44,0,5,9,3,11.33333333,-0.3,Dropout
2,1,3,1,1,0,37,0,6,0,0,0,-0.8,Dropout
2,12,2,12,1,0,36,0,0,0,0,0,1.4,Dropout
1,1,17,1,0,0,22,0,5,7,3,11.66666667,2.6,Dropout
2,12,3,12,1,0,49,0,6,8,6,12.16666667,0.5,Graduate
1,16,15,1,1,0,23,0,6,7,6,13.33333333,0.6,Graduate
1,1,5,1,1,0,19,0,6,7,5,11.4,2.6,Enrolled
2,14,3,1,1,0,47,0,6,9,6,12.14285714,0.3,Dropout
1,14,4,1,1,0,28,9,18,36,17,13.05882353,2.8,Graduate
1,15,4,14,1,0,21,0,6,13,4,11.75,2.8,Enrolled
1,1,11,1,0,0,21,0,6,9,5,11.83333333,1.4,Dropout
1,14,10,14,1,0,21,9,11,14,10,12.4,-0.3,Graduate
1,1,5,1,1,0,20,1,6,8,6,13.42857143,-0.3,Enrolled
2,13,9,1,0,0,49,0,5,5,0,0,1.4,Dropout
1,12,17,1,1,0,40,0,5,5,5,11,2.8,Graduate
1,8,11,1,1,1,22,0,6,8,6,13.625,0.6,Graduate
1,13,7,1,1,0,19,2,5,6,4,11.8,2.8,Enrolled
1,12,17,1,1,0,31,0,5,5,0,0,-0.3,Dropout
1,13,7,1,1,0,30,1,6,9,2,15,2.8,Dropout
1,1,10,1,1,0,19,0,6,9,5,10.8,2.6,Graduate
1,9,9,1,1,0,22,0,5,11,3,13.66666667,-0.8,Dropout
1,1,15,1,1,0,19,0,6,8,6,12.83333333,2.8,Graduate
1,8,2,1,0,0,21,0,0,0,0,0,2.6,Dropout
1,8,14,1,1,0,19,0,6,8,6,15.125,0.6,Graduate
1,14,9,1,1,0,22,0,5,11,0,0,0.3,Dropout
1,1,10,1,1,0,22,0,6,10,5,11.4,1.4,Graduate
1,1,10,1,1,0,19,0,6,12,4,12.25,-0.8,Graduate
1,12,11,14,0,0,26,0,6,0,0,0,0.3,Dropout
1,15,7,14,1,0,23,3,7,12,3,14,0.5,Enrolled
1,8,5,1,1,0,18,0,6,7,6,12.33333333,0.3,Enrolled
1,1,9,1,1,1,22,0,5,8,5,10.66666667,2.8,Enrolled
1,9,7,1,1,0,19,0,5,9,5,11.83333333,0.5,Enrolled
1,8,9,1,1,0,20,0,5,14,0,0,0.6,Dropout
1,1,5,1,1,1,22,0,6,6,6,11.66666667,2.6,Enrolled
1,4,8,3,0,0,18,2,5,7,2,13,3.7,Dropout
4,14,17,13,1,0,39,0,2,5,0,0,1.4,Dropout
1,1,12,1,1,0,18,0,8,8,0,0,1.4,Dropout
1,8,7,1,1,1,18,0,5,5,5,13,1.4,Graduate
1,1,10,1,1,1,19,0,6,7,6,13.85714286,-0.3,Graduate
1,1,12,1,1,0,18,0,7,7,6,13.39166667,0.5,Graduate
1,1,9,1,1,1,18,0,5,7,4,12.75,2.6,Dropout
1,15,8,14,1,0,22,0,5,7,4,14.5,1.4,Graduate
1,1,10,1,1,0,19,0,6,7,6,12.16666667,0.5,Graduate
1,1,8,1,1,0,18,0,5,5,5,15.4,3.7,Dropout
1,12,7,12,0,0,31,0,5,9,2,13.33333333,0.3,Dropout
1,12,17,1,1,0,28,0,5,5,0,0,3.7,Dropout
1,1,5,1,1,0,19,0,6,0,0,0,2.8,Dropout
1,8,11,1,1,0,20,0,6,7,6,13.71428571,0.3,Graduate
4,12,10,1,1,0,50,0,6,7,4,12.25,1.4,Dropout
1,14,5,1,1,0,38,1,6,9,5,16,-0.3,Enrolled
2,12,17,1,1,0,31,0,5,8,1,11,-0.8,Dropout
1,12,12,1,1,0,27,0,7,7,7,14.08571429,2.6,Enrolled
1,9,10,1,1,0,21,0,6,9,6,10.16666667,3.7,Graduate
2,12,7,1,1,0,34,0,5,8,1,10,1.4,Dropout
1,16,7,1,1,0,19,0,5,10,0,0,2.6,Enrolled
2,12,17,1,0,0,40,0,5,10,2,10.5,-0.8,Dropout
1,1,2,1,1,1,18,0,0,0,0,0,3.7,Graduate
2,12,5,9,0,1,46,0,6,6,0,0,2.8,Dropout
1,14,3,1,1,0,37,0,6,12,0,0,2.6,Dropout
1,12,4,1,1,0,31,0,6,8,0,0,0.3,Dropout
1,12,4,1,1,0,34,0,6,15,5,13.33333333,0.5,Graduate
1,1,2,1,1,1,18,0,0,0,0,0,-0.8,Dropout
1,1,14,1,1,1,18,0,6,7,6,13.57142857,0.5,Graduate
1,8,5,1,1,1,19,0,6,6,6,12.83333333,0.6,Graduate
1,14,17,1,1,0,40,1,5,6,4,10.25,2.8,Dropout
1,12,8,1,1,0,25,0,6,6,0,0,0.5,Dropout
1,8,7,1,1,0,20,0,5,5,4,14.5,0.6,Dropout
1,8,7,1,1,0,20,0,5,6,5,15.8,0.6,Enrolled
1,12,4,1,0,0,43,0,6,0,0,0,2.8,Dropout
1,8,7,1,1,0,18,0,5,8,4,12.5,2.6,Enrolled
1,14,4,1,1,0,35,16,18,22,18,11.66666667,2.8,Graduate
1,8,17,1,1,0,23,0,5,6,4,13,2.6,Graduate
1,8,12,1,1,0,19,0,7,8,7,12.12142857,0.5,Graduate
1,17,6,16,1,1,21,7,11,15,9,14.22222222,1.4,Graduate
1,14,14,1,1,0,19,0,6,17,4,12.5,-0.3,Enrolled
1,9,7,1,1,0,20,0,5,7,5,12.16666667,0.5,Graduate
1,12,14,1,1,1,30,0,6,0,0,0,0.5,Dropout
4,12,11,1,1,0,44,0,6,6,6,12.66666667,0.5,Graduate
1,9,12,1,1,0,19,0,8,8,7,13.61428571,3.7,Graduate
1,15,8,14,1,0,22,11,18,32,12,12.85714286,0.3,Graduate
1,1,8,1,1,0,18,0,5,7,4,14,2.6,Graduate
1,8,14,1,1,1,21,0,6,8,4,14.75,3.7,Graduate
1,1,6,1,1,0,18,0,6,0,0,0,2.6,Dropout
1,8,14,1,1,0,18,0,6,8,6,13.625,0.6,Graduate
1,1,2,1,1,0,19,0,0,0,0,0,2.6,Graduate
1,15,4,14,1,0,21,0,6,12,4,11.8,0.3,Dropout
1,12,4,1,1,0,31,0,6,8,6,15.125,0.3,Graduate
1,8,11,1,1,0,21,0,6,10,4,11.5,-0.8,Dropout
1,12,7,1,1,0,24,0,5,12,1,10,1.4,Enrolled
1,13,15,1,1,0,27,0,4,8,0,0,-0.8,Dropout
1,1,9,1,1,0,20,0,5,9,3,10.33333333,0.5,Graduate
1,15,7,14,1,0,22,0,5,9,0,0,1.4,Enrolled
1,1,4,1,1,1,19,0,6,9,4,12,2.8,Enrolled
1,9,15,1,1,0,19,0,6,6,6,13.83333333,1.4,Graduate
1,1,2,1,1,0,23,13,17,19,13,12.15384615,0.6,Enrolled
1,8,8,1,1,0,18,0,6,7,6,14,0.5,Graduate
1,1,15,1,0,0,29,0,6,8,6,16.5,0.6,Enrolled
1,12,8,1,1,0,29,0,5,11,1,18,1.4,Dropout
1,15,4,1,1,0,20,0,6,11,6,11.28571429,0.3,Enrolled
1,1,2,1,1,1,19,0,0,0,0,0,-0.8,Graduate
1,8,2,1,1,0,22,0,0,0,0,0,1.4,Enrolled
1,1,14,1,1,0,20,0,6,10,5,14,0.6,Enrolled
1,12,8,1,1,0,24,0,5,13,4,13.75,-0.8,Enrolled
1,1,14,1,0,0,21,0,6,9,4,13.25,3.7,Dropout
1,12,9,1,1,1,25,0,5,7,4,14.25,3.7,Graduate
1,12,9,1,0,0,32,0,5,9,0,0,-0.8,Dropout
1,14,17,1,0,0,26,8,12,12,8,11.25,2.6,Dropout
1,1,8,1,1,1,18,0,6,7,6,13.5,0.5,Graduate
1,8,11,1,1,1,19,0,6,8,5,12.66666667,0.3,Graduate
1,1,5,1,1,1,19,0,6,6,6,15.16666667,0.5,Graduate
1,4,7,15,1,0,27,4,6,6,6,13.16666667,0.6,Dropout
1,17,4,1,1,0,21,7,12,20,10,11.8,1.4,Enrolled
1,8,7,1,1,0,20,0,5,10,4,11.5,-0.3,Enrolled
1,15,5,14,1,0,21,0,6,6,6,14.5,0.5,Graduate
1,1,15,1,1,0,22,0,6,10,5,13.4,-0.8,Enrolled
1,1,2,1,0,0,19,0,0,0,0,0,3.7,Graduate
1,8,9,1,1,1,18,0,5,8,4,10.8,0.6,Dropout
1,12,10,1,1,0,28,0,5,6,0,0,-0.3,Dropout
2,12,4,1,0,0,25,3,10,23,6,11.42857143,2.8,Dropout
1,14,4,1,1,0,25,8,14,24,8,12.5,2.8,Dropout
1,1,9,1,1,0,18,0,5,11,2,13.5,1.4,Enrolled
1,1,11,1,1,0,26,0,6,6,0,0,1.4,Dropout
1,8,9,1,1,1,18,0,5,8,5,12.75,-0.3,Graduate
1,14,15,1,1,0,22,0,6,17,3,11.33333333,2.8,Enrolled
1,12,4,1,1,0,25,0,6,8,0,0,0.3,Dropout
1,1,15,1,1,0,19,0,6,9,5,11.4,1.4,Enrolled
1,8,15,1,1,0,19,0,6,7,6,14.42857143,-0.3,Graduate
1,8,12,1,1,0,19,0,7,9,7,12.49285714,0.3,Graduate
4,12,3,12,1,0,45,2,8,10,4,11.5,1.4,Dropout
2,12,17,1,1,0,52,0,5,7,5,11.2,2.6,Graduate
1,1,9,1,0,0,20,0,5,9,3,12,-0.8,Dropout
1,1,12,1,1,0,19,0,8,8,7,15.88571429,1.4,Graduate
1,1,12,1,0,0,21,0,7,12,4,12.94,0.5,Dropout
2,12,3,1,0,0,35,0,6,6,6,14,-0.8,Graduate
2,12,2,9,1,0,36,0,0,0,0,0,2.6,Graduate
4,12,12,12,0,0,47,0,7,7,0,0,2.8,Dropout
1,9,17,1,1,0,22,0,5,0,0,0,1.4,Dropout
2,12,17,1,1,0,41,0,5,8,4,11.25,2.6,Dropout
1,4,7,3,1,0,26,0,5,5,0,0,1.4,Dropout
2,12,3,1,0,0,51,0,6,13,4,11.25,1.4,Dropout
2,12,17,1,1,0,43,0,5,11,3,10.66666667,-0.8,Enrolled
2,12,3,1,1,0,41,0,6,9,5,11.8,2.6,Graduate
1,14,9,1,1,0,23,5,10,19,8,11.625,2.6,Graduate
1,14,10,1,1,0,22,0,6,11,0,0,-0.8,Dropout
1,8,5,1,1,1,25,0,6,8,4,10.25,3.7,Dropout
1,14,17,1,1,0,25,14,15,16,15,10.8,-0.8,Graduate
1,17,2,16,0,1,22,5,12,15,11,12.54545455,1.4,Graduate
1,12,4,1,1,0,24,0,7,7,7,13.57142857,1.4,Enrolled
1,12,6,2,1,0,47,0,6,0,0,0,0.3,Dropout
2,12,17,12,1,0,41,0,5,5,0,0,2.6,Dropout
1,12,4,1,1,0,43,0,6,9,6,14.77777778,-0.3,Graduate
1,12,4,1,1,0,29,0,3,4,0,0,0.3,Dropout
1,12,7,1,1,0,30,0,2,2,0,0,2.6,Dropout
1,12,9,13,0,0,26,0,4,4,0,0,3.7,Dropout
1,12,17,1,0,0,27,0,5,10,0,0,2.8,Dropout
2,12,14,1,1,1,36,0,5,5,5,11.4,-0.8,Graduate
1,12,4,12,1,0,29,3,9,13,6,11.66666667,2.8,Dropout
1,13,7,1,1,0,35,6,10,12,7,11.28571429,-0.8,Dropout
1,1,15,1,1,1,18,0,6,12,4,11.5,1.4,Graduate
1,1,17,1,1,1,24,0,5,5,5,16,1.4,Graduate
1,1,15,1,1,1,18,0,6,6,6,12.5,1.4,Dropout
1,8,7,1,1,0,18,0,5,7,4,12,2.6,Enrolled
2,14,6,1,1,0,21,0,5,11,0,0,-0.8,Enrolled
1,13,7,1,1,0,21,0,5,10,5,13,-0.8,Graduate
1,12,4,1,1,0,32,8,18,27,13,13.71428571,2.8,Graduate
1,1,7,1,1,1,22,0,5,9,3,12.33333333,0.6,Dropout
1,4,4,3,0,0,32,11,17,31,11,12.72727273,2.8,Dropout
1,14,14,6,1,0,35,1,5,5,1,14,-0.8,Dropout
1,9,9,1,0,0,23,0,5,0,0,0,1.4,Dropout
1,12,3,1,1,0,39,0,6,8,5,11.4,2.6,Enrolled
2,14,14,1,1,0,35,0,5,5,0,0,-0.8,Dropout
2,12,4,3,1,0,32,0,6,8,6,18.875,0.3,Graduate
1,1,16,1,1,0,20,0,6,12,0,0,2.6,Dropout
1,12,12,1,1,0,34,0,7,15,6,11.33333333,0.3,Enrolled
1,4,17,15,1,0,44,3,7,9,7,13.5,1.4,Dropout
2,12,11,12,1,0,53,7,11,12,2,15,0.3,Graduate
1,12,7,12,0,0,28,0,5,10,0,0,0.5,Dropout
1,4,17,3,1,0,31,9,9,9,9,14.22222222,3.7,Dropout
1,1,2,1,0,0,18,0,0,0,0,0,-0.8,Enrolled
1,12,4,1,0,0,44,2,7,14,4,12,2.8,Dropout
1,1,6,1,1,0,19,0,5,9,5,12.6,3.7,Graduate
1,6,2,1,1,0,21,6,12,12,12,15.08333333,1.4,Enrolled
1,9,7,1,1,1,18,0,5,5,0,0,-0.8,Dropout
1,15,4,14,1,0,20,0,6,8,6,14.5,0.3,Graduate
1,12,5,1,1,0,55,0,6,6,6,14.5,0.6,Graduate
1,1,9,1,1,0,27,0,5,12,3,10,2.6,Enrolled
1,8,7,1,1,0,19,0,5,0,0,0,0.5,Dropout
1,1,9,1,1,0,18,0,5,5,5,11.6,0.5,Graduate
2,12,15,1,1,0,43,0,6,10,4,11.75,2.8,Dropout
1,9,11,1,1,0,18,0,6,0,0,0,-0.3,Dropout
1,1,2,1,1,0,18,0,0,0,0,0,-0.8,Dropout
1,8,11,1,1,1,20,0,6,7,0,0,1.4,Dropout
2,12,17,1,0,0,29,0,5,7,4,11.25,1.4,Dropout
1,12,8,12,1,0,44,0,6,9,5,11.57142857,-0.3,Dropout
1,1,7,1,1,0,18,0,5,7,4,10,1.4,Enrolled
1,15,4,14,1,1,20,0,6,11,5,13.83333333,2.8,Enrolled
1,14,5,1,1,0,20,3,6,6,4,12.75,0.5,Dropout
2,12,9,1,1,0,36,0,4,4,0,0,1.4,Dropout
1,15,8,14,1,0,19,1,6,13,5,11.6,-0.3,Enrolled
2,12,6,12,0,0,29,0,5,5,0,0,3.7,Dropout
1,1,14,1,1,0,18,0,6,6,4,11.25,1.4,Dropout
1,12,4,1,0,0,24,0,6,0,0,0,-0.3,Dropout
1,1,15,1,1,0,20,0,6,6,6,14.33333333,2.8,Graduate
2,12,3,12,0,0,45,0,6,7,0,0,0.3,Dropout
1,14,12,1,1,1,28,18,23,23,20,13.5,2.6,Graduate
1,1,11,1,1,0,23,0,6,8,6,12.66666667,2.6,Enrolled
1,1,12,1,1,0,18,0,7,7,7,12.44428571,0.5,Graduate
1,1,9,1,1,0,23,0,5,7,3,10.66666667,-0.8,Dropout
1,14,2,1,1,0,22,0,0,0,0,0,2.6,Enrolled
1,1,5,1,1,1,22,1,6,6,6,12.66666667,0.5,Graduate
1,12,17,9,1,0,33,0,5,5,5,13.2,1.4,Graduate
1,17,4,16,1,0,21,7,12,20,10,12.7,1.4,Graduate
2,12,9,1,1,0,45,0,5,6,5,14.83333333,2.8,Graduate
2,12,4,1,0,0,44,4,10,10,4,11.5,2.8,Dropout
4,12,14,1,1,0,42,0,6,0,0,0,3.7,Dropout
1,9,9,1,1,0,20,0,5,0,0,0,0.5,Dropout
1,8,9,1,1,0,20,0,5,7,3,12.66666667,-0.8,Enrolled
1,1,11,1,1,1,20,0,6,7,6,14.71428571,1.4,Graduate
1,8,15,1,1,0,20,0,6,11,3,13.66666667,-0.8,Enrolled
1,1,9,1,1,0,19,0,5,9,5,10.8,1.4,Enrolled
1,16,3,1,0,0,26,2,8,13,4,10.5,0.5,Dropout
2,12,4,1,1,0,31,0,6,10,6,15,-0.3,Graduate
1,1,15,1,1,1,19,0,6,6,6,12.66666667,0.3,Graduate
1,12,15,12,1,0,28,0,6,7,6,13.16666667,2.6,Graduate
1,1,2,1,1,1,20,0,0,0,0,0,1.4,Graduate
2,1,3,1,1,0,43,0,6,6,6,13,-0.8,Graduate
1,12,2,12,1,1,25,0,0,0,0,0,2.8,Dropout
1,12,10,12,1,0,40,0,6,13,2,10,0.3,Dropout
1,15,6,14,1,0,20,2,6,7,6,13.33333333,0.5,Graduate
2,12,3,9,1,0,46,0,6,13,3,12.33333333,0.6,Graduate
1,16,1,1,1,0,26,14,21,23,20,13.18181818,1.4,Graduate
2,12,12,1,1,1,34,0,7,7,6,12.51333333,0.5,Graduate
1,9,16,1,1,0,19,0,6,0,0,0,1.4,Dropout
1,1,12,1,1,1,18,0,8,8,7,13.58571429,3.7,Graduate
1,1,13,1,1,0,18,0,7,9,7,11.15555556,3.7,Graduate
1,12,3,1,1,1,37,1,7,9,6,11.85714286,-0.3,Graduate
1,8,2,1,1,1,23,0,0,0,0,0,-0.8,Graduate
1,14,5,1,1,0,26,9,14,14,14,14,2.8,Graduate
1,5,15,1,0,0,18,0,6,8,5,12,1.4,Dropout
1,6,12,1,1,0,18,0,7,15,4,11.575,0.5,Enrolled
1,8,12,1,1,0,19,0,7,8,7,13.19857143,0.6,Graduate
1,5,6,1,1,0,18,0,6,10,6,13.5,0.5,Graduate
1,1,14,1,1,0,19,0,6,6,6,13.33333333,1.4,Dropout
1,8,7,1,1,0,20,0,5,10,4,14.25,1.4,Enrolled
1,8,5,1,1,1,22,0,6,7,6,12.16666667,-0.8,Graduate
1,1,12,1,1,1,18,0,8,8,7,12.21428571,3.7,Graduate
1,8,11,1,1,1,18,0,6,8,6,12.66666667,-0.3,Graduate
1,1,15,1,1,1,18,0,6,7,6,12.28571429,1.4,Graduate
1,1,11,1,1,1,18,0,6,7,6,13,0.5,Graduate
1,1,11,1,1,0,18,0,6,8,6,12.14285714,1.4,Graduate
1,8,12,1,1,1,19,0,7,8,7,13.87571429,0.6,Graduate
1,8,16,1,1,0,20,0,6,0,0,0,2.8,Dropout
1,8,10,1,1,1,19,0,6,12,6,11.66666667,2.8,Dropout
1,1,6,1,1,0,18,0,6,13,6,13.15384615,2.8,Graduate
1,1,5,1,1,1,18,0,6,6,6,14.5,0.5,Dropout
1,8,12,1,1,1,18,0,7,7,7,14.44142857,0.6,Graduate
1,8,15,1,1,0,18,0,6,6,6,15.16666667,0.5,Graduate
1,8,9,1,1,1,18,0,5,5,5,11.6,1.4,Graduate
1,8,15,1,1,0,18,0,6,6,6,11.66666667,0.3,Graduate
1,15,4,14,1,1,20,0,6,8,6,12.625,0.3,Graduate
1,7,10,1,1,1,19,0,6,14,3,12.66666667,-0.8,Graduate
1,8,8,1,1,1,18,0,6,7,6,12.83333333,1.4,Enrolled
1,1,10,1,1,1,19,0,6,7,6,11.85714286,0.5,Graduate
1,8,16,1,1,0,19,0,6,8,5,11.4,3.7,Enrolled
1,14,8,1,1,0,19,0,5,10,5,14.85714286,-0.8,Enrolled
1,1,14,1,1,0,19,0,6,7,6,14.71428571,0.5,Graduate
1,6,14,1,1,0,20,0,6,6,6,13.5,1.4,Graduate
1,9,8,1,1,1,18,0,5,7,4,11.5,1.4,Graduate
1,4,9,3,1,0,33,2,5,9,2,14,0.5,Dropout
1,1,16,1,1,1,19,0,7,8,6,12.83333333,-0.3,Dropout
1,8,13,1,1,1,18,0,7,7,7,13.42857143,2.8,Graduate
1,8,5,1,1,0,19,0,6,0,0,0,1.4,Dropout
1,15,4,14,1,0,19,0,6,18,3,11.66666667,2.8,Enrolled
1,1,15,1,1,0,18,0,6,6,6,16,0.5,Graduate
1,1,10,1,1,0,20,0,6,6,6,13.83333333,1.4,Graduate
1,1,12,1,1,0,19,0,8,9,8,13.2325,-0.8,Graduate
1,1,15,1,1,1,18,0,6,6,6,14,-0.8,Graduate
1,8,11,1,1,1,19,0,6,14,2,10,-0.3,Dropout
1,14,3,1,1,0,25,8,16,16,15,13.33333333,-0.3,Graduate
1,8,5,1,1,1,20,0,6,6,6,12.5,3.7,Enrolled
1,1,3,1,1,0,19,0,6,6,6,12.5,3.7,Graduate
1,8,17,1,1,0,33,0,5,8,2,10.5,2.6,Dropout
1,9,7,1,1,0,18,0,5,11,3,10.66666667,1.4,Enrolled
1,1,7,1,1,0,18,0,5,9,4,10.5,2.6,Enrolled
1,6,9,1,1,0,19,0,5,10,4,12,0.6,Graduate
1,1,2,1,1,0,18,0,0,0,0,0,0.5,Enrolled
1,14,9,1,1,0,19,0,5,11,5,11.5,-0.3,Enrolled
1,1,15,1,1,0,18,0,6,6,6,14,0.6,Dropout
1,8,16,1,1,0,18,0,6,7,6,13.5,2.6,Graduate
1,1,12,1,1,0,18,0,8,8,8,13.07375,-0.8,Graduate
2,12,12,12,1,0,37,0,7,9,2,10.75,0.3,Dropout
1,1,10,1,1,0,20,0,6,11,1,12,-0.8,Enrolled
1,1,11,1,1,1,20,0,6,6,6,14,1.4,Graduate
1,6,10,1,1,0,21,0,6,7,6,12.33333333,0.6,Graduate
1,8,12,1,1,1,18,0,7,7,7,13.46428571,0.5,Graduate
1,12,3,1,1,0,26,0,6,14,3,10.66666667,2.8,Enrolled
1,12,9,9,1,0,41,0,5,6,5,11.6,2.6,Enrolled
1,1,15,1,1,1,18,0,6,6,6,13.66666667,0.3,Graduate
1,1,12,1,1,0,18,0,8,9,8,14.4025,-0.8,Graduate
1,1,12,1,1,0,31,0,7,9,7,15.46875,0.6,Graduate
1,1,10,1,1,0,23,0,6,8,6,12.625,3.7,Graduate
1,1,12,1,1,0,19,0,7,7,6,14.98333333,2.6,Graduate
1,7,15,1,1,1,20,0,6,6,6,15,0.6,Graduate
2,12,3,1,1,0,40,5,9,9,9,15.88888889,3.7,Graduate
1,15,6,14,1,0,32,0,6,14,4,11.5,0.3,Dropout
1,1,11,1,1,0,24,0,6,14,2,10.5,1.4,Dropout
1,8,12,1,1,0,18,0,7,7,6,13.98333333,2.6,Graduate
1,1,10,1,1,0,18,0,6,6,6,13,1.4,Graduate
1,1,10,1,1,1,18,0,6,6,6,13.66666667,1.4,Graduate
1,12,4,1,0,0,27,0,6,8,0,0,2.8,Dropout
1,1,9,1,1,0,18,0,5,5,5,14.4,2.6,Graduate
1,12,17,1,1,0,26,0,5,10,4,12,3.7,Enrolled
1,1,16,1,1,0,19,0,6,6,6,14.16666667,2.6,Graduate
1,8,3,1,1,0,19,0,6,8,5,12.2,2.6,Graduate
1,9,9,1,1,0,21,0,5,8,3,12,-0.8,Enrolled
1,1,9,1,1,0,24,0,5,11,2,10.5,3.7,Enrolled
1,8,16,1,1,0,20,0,6,8,3,12.33333333,3.7,Dropout
1,1,16,1,1,0,18,0,6,7,5,12.2,1.4,Enrolled
1,12,4,1,1,0,30,0,6,6,0,0,0.6,Dropout
1,1,16,1,0,0,22,0,7,10,6,11.5,0.6,Enrolled
1,4,9,3,1,0,21,4,9,9,9,10.88888889,1.4,Graduate
1,12,13,1,1,0,26,0,7,12,6,12.16666667,-0.3,Dropout
1,8,9,1,1,0,23,0,5,7,2,10,-0.8,Enrolled
1,8,5,1,1,1,18,0,6,6,6,12.66666667,0.3,Graduate
1,1,5,1,1,0,21,0,6,9,5,11.4,3.7,Dropout
1,14,2,1,1,1,18,0,0,0,0,0,-0.3,Dropout
1,8,6,1,1,0,21,0,5,14,2,13,-0.8,Enrolled
1,8,16,1,1,0,18,0,6,8,5,13.4,2.6,Enrolled
1,8,16,1,1,1,19,0,6,6,6,13.5,3.7,Dropout
1,8,11,1,1,0,22,0,6,14,4,12.25,2.6,Enrolled
1,1,10,1,1,0,19,0,6,7,6,12.28571429,0.5,Graduate
1,1,6,1,0,0,19,0,5,12,0,0,-0.8,Dropout
1,8,10,1,1,0,19,0,6,10,2,10.5,-0.8,Dropout
2,15,6,14,1,0,27,0,5,12,3,14,-0.8,Graduate
1,5,6,1,1,0,22,2,5,7,5,14.2,3.7,Graduate
1,1,15,1,1,0,18,0,6,8,5,13,2.8,Dropout
1,8,11,1,1,0,20,0,6,6,6,11,-0.8,Graduate
2,14,17,1,1,0,34,3,8,9,3,11,-0.8,Dropout
1,8,12,1,1,0,18,0,7,9,6,12.38571429,-0.3,Graduate
1,8,15,1,1,0,20,0,6,12,4,14.75,-0.8,Graduate
1,1,8,1,1,0,20,0,5,6,5,16.16666667,3.7,Graduate
1,12,17,1,1,0,25,0,5,7,0,0,0.3,Dropout
1,1,7,1,1,0,18,0,5,6,5,12.4,1.4,Dropout
1,1,8,1,0,0,18,0,6,8,5,11.6,1.4,Dropout
1,8,16,1,1,1,18,0,6,8,5,12.2,-0.8,Dropout
1,8,11,1,1,1,19,0,6,7,5,11,0.5,Graduate
1,8,16,1,1,1,19,0,6,8,6,12.33333333,1.4,Dropout
1,15,10,1,1,1,21,3,6,6,6,14.83333333,-0.3,Graduate
1,13,5,1,1,0,29,9,10,15,9,11.55555556,-0.8,Enrolled
1,1,5,1,1,1,20,0,6,6,6,12,0.5,Graduate
1,16,3,16,1,1,21,13,13,13,11,12.72727273,1.4,Graduate
1,14,17,1,1,0,34,2,2,2,2,10.5,1.4,Dropout
1,1,15,1,1,0,20,0,6,6,6,12.33333333,3.7,Graduate
1,12,17,1,1,0,24,0,5,10,0,0,1.4,Dropout
1,1,12,1,1,0,18,0,7,7,7,14.84285714,0.3,Graduate
1,1,12,1,1,0,19,0,7,7,7,12.2,2.6,Enrolled
1,1,9,1,1,1,18,0,5,10,4,10.8,2.8,Enrolled
1,12,17,1,1,0,28,0,5,7,4,12.75,1.4,Enrolled
1,12,17,1,1,0,28,0,5,13,2,11,0.6,Dropout
1,8,11,1,1,0,20,0,6,9,4,10.75,2.6,Dropout
1,14,12,1,1,0,22,0,8,9,8,12.55375,-0.8,Graduate
1,1,12,1,1,0,19,0,8,8,7,12.66571429,1.4,Graduate
1,1,14,1,1,0,20,0,6,10,6,12.71428571,0.5,Enrolled
1,12,13,1,1,0,26,0,7,7,2,11.75,0.5,Dropout
1,1,11,1,0,0,21,0,6,11,3,11,-0.8,Dropout
1,7,2,1,1,0,18,0,0,0,0,0,0.5,Graduate
1,8,9,1,1,0,18,0,5,5,5,13.4,0.6,Graduate
1,1,2,1,1,0,22,14,17,21,17,12.57894737,0.6,Graduate
2,12,7,12,1,0,36,0,5,0,0,0,0.3,Dropout
1,1,15,1,1,1,20,0,6,8,6,12,-0.3,Graduate
1,8,14,1,1,0,20,0,6,6,3,12.33333333,1.4,Dropout
1,12,17,1,1,0,25,0,5,11,4,11.5,0.5,Dropout
1,12,4,1,1,0,35,1,6,7,5,12.8,2.8,Graduate
1,1,2,1,1,0,22,0,0,0,0,0,0.6,Dropout
1,14,5,1,1,0,26,5,7,8,7,13.28571429,0.5,Enrolled
1,15,4,14,0,0,20,0,6,16,4,11.8,0.3,Dropout
1,14,3,9,1,0,50,6,13,13,6,11.33333333,0.3,Dropout
1,1,12,1,1,0,20,0,8,12,5,12.002,1.4,Dropout
1,1,12,1,1,0,20,0,7,10,5,13.97666667,0.5,Enrolled
1,4,4,3,0,0,35,0,6,10,5,15.2,2.8,Dropout
